x,y
4.097,8.6442
1.1482,8.7119
5.2268,9.1332
5.4084,2.8785
9.6607,7.4995
7.8571,1.2083
9.0565,2.3028
6.1279,1.297
2.9688,0.7347
9.8134,2.6171
4.7964,4.8556
0.2409,7.4149
0.9716,3.0456
1.0861,3.212
6.361,0.4766
1.524,8.6911
4.5978,3.4641
2.7785,0.7236
2.7513,4.1977
0.3703,6.6911
0.1052,4.6829
0.9966,7.0782
0.903,8.5552
0.7901,5.2181
5.111,3.4019
0.8887,3.0752
6.4294,4.3408
8.8222,7.8958
3.9943,6.8104
5.1887,1.4973
2.0909,5.0158
2.5846,0.6496
2.8984,8.9457
5.6827,1.3131
0.2092,3.8124
6.6898,1.8655
4.6333,1.0623
0.3427,7.4148
1.221,0.6357
2.1199,3.9014
3.852,4.9076
4.1632,6.6485
1.2901,4.7973
2.4834,8.2277
0.4186,1.2847
4.6309,7.6542
0.5721,5.7655
8.8636,8.2175
1.989,9.4565
2.5183,9.504
2.1821,4.2871
8.4361,8.7908
1.1224,9.8017
4.8768,3.3022
0.4976,1.1087
5.4745,2.6956
0.4183,3.6602
9.3333,6.7463
2.8363,0.3737
0.5096,6.1799
6.2018,0.0344
6.5238,3.1749
5.7404,4.2731
7.7904,0.7377
0.1245,8.807
5.3371,3.8319
5.6849,4.9853
3.6022,6.4742
2.3049,5.1735
2.2367,5.1001
7.1376,0.4596
5.678,9.5578
4.0096,0.7123
5.5018,9.7512
2.0433,3.8587
8.8297,5.9114
2.5748,7.366
4.9849,6.7085
1.1292,3.5305
6.5102,9.0474
0.1639,0.2205
2.638,5.4772
5.8562,7.5789
4.5859,7.869
6.9886,4.1362
6.2405,2.1769
3.7982,8.3454
7.9168,0.8381
3.6923,0.6989
8.8533,1.0901
7.7856,3.6666
7.9048,6.8006
0.4258,1.5826
1.8606,4.7919
7.219,1.041
6.4585,1.3161
0.8611,6.7497
0.3103,6.3145
3.7315,5.9969
0.9502,9.8815
0.5081,8.0673
6.0536,0.1523
3.6339,4.9483
4.3606,3.5051
2.2539,5.537
2.7883,3.3653
8.3074,5.488
9.0364,4.1217
9.4708,1.4848
2.6022,6.1731
4.5953,1.8583
1.38,8.0763
5.4776,2.4032
6.5233,1.5928
7.2958,4.307
4.6556,4.711
7.0744,8.0581
5.1178,5.3355
6.2317,2.8345
7.3796,9.1043
8.8613,5.6465
3.9325,4.2514
8.0013,7.3085
3.9163,8.8497
5.9611,9.18
7.1672,2.2867
7.5441,6.808
6.0965,8.6111
2.6605,5.5032
2.0418,6.8743
7.2308,3.0956
4.7711,3.3367
2.7783,1.2962
5.2758,5.0147
9.3589,6.9063
5.1972,6.942
0.1197,9.4673
4.9649,4.4487
1.3351,6.418
7.1892,3.2495
4.8535,4.0104
5.6174,8.9193
5.5327,1.1527
2.6456,6.6554
2.743,1.4887
4.931,4.2318
0.0708,0.7346
0.6817,0.5464
2.794,6.0753
8.7428,2.2197
7.9731,5.0794
9.3768,4.6886
6.6369,1.3062
1.5146,0.0794
6.0984,2.1505
2.5678,3.7644
4.6475,9.9152
3.0482,0.009
0.2141,5.6857
2.7532,7.2433
1.7355,2.8015
5.0666,0.6201
6.0341,3.1841
0.8461,2.5036
0.8825,2.1919
0.9011,9.227
7.0484,4.3618
0.593,0.3678
8.2996,8.3893
0.9624,5.6321
4.0054,3.163
4.7062,5.3072
9.7069,0.3141
4.3439,2.3384
1.7819,7.2913
1.0601,0.6216
6.1457,6.495
3.2235,6.1818
7.173,9.181
3.8765,3.0891
5.0688,4.3898
8.6387,0.1884
9.949,6.1667
4.6836,0.1975
8.0074,6.6491
7.6237,0.2223
0.703,5.0376
3.3452,1.2534
0.3217,7.2945
3.9793,1.5689
0.2669,7.9307
0.3783,0.1578
0.0893,6.1035
8.4761,8.755
5.891,5.8725
7.1128,5.3143
6.5381,2.3425
3.0725,5.3002
0.0386,0.9768
7.1091,9.9219
0.2874,4.7054
3.8947,3.0651
0.3876,9.4918
5.1763,1.3438
8.2079,8.2055
7.453,9.3119
2.6474,0.461
3.4624,6.8704
0.8619,9.0374
5.3382,4.8374
7.8993,4.7726
1.203,1.8534
0.7332,8.3446
2.1164,0.5922
6.9439,1.7537
4.4743,0.1316
4.9568,2.6153
5.0497,2.1149
4.96,7.7996
8.7651,9.2926
7.3419,0.1353
8.7582,6.2616
1.2808,3.4281
1.0242,5.6459
4.8938,6.3336
0.3093,3.1023
9.5889,7.0554
3.7949,7.1736
5.1192,0.733
5.1212,7.5355
3.5823,2.9431
8.6338,4.0191
7.8219,2.4409
7.0183,0.6595
0.4798,4.58
1.7301,8.429
0.762,0.4287
7.1267,2.137
0.5229,1.489
9.1037,2.7825
7.5022,4.8861
6.3207,6.16
5.0322,7.2776
8.5441,0.5013
6.1125,4.5021
5.4504,1.5611
8.2855,4.6673
4.349,5.0714
3.8317,8.7348
7.5554,8.5942
2.9309,3.519
2.526,7.9244
8.0237,0.4971
3.6758,5.9659
5.1407,9.6469
5.3457,7.5174
8.4234,4.0978
9.4825,7.192
8.5074,8.9054
6.3312,0.2618
6.0559,7.7466
6.1072,1.0626
2.1454,8.3151
5.6432,0.8774
3.879,0.666
2.4353,3.2722
0.1439,3.861
1.3924,1.2418
6.9419,7.8131
5.5897,5.8236
6.308,1.6842
7.4116,2.0948
9.4821,1.8257
2.1206,0.7212
2.3836,9.818
8.1636,4.4796
5.7103,3.4361
0.6608,1.8501
6.1256,8.6965
6.8701,3.518
0.7785,8.8836
9.5871,0.2461
6.6489,2.9012
4.1549,3.4138
1.1105,4.1424
3.0416,6.9798
4.82,0.4376
4.6258,9.42
9.5434,4.6805
4.697,4.2862
5.8279,6.2992
0.0182,7.2965
7.9603,2.1563
1.2137,1.5108
6.367,9.8511
5.2957,4.9419
8.6571,7.8759
7.5297,8.1545
3.8168,8.625
4.8902,9.6926
2.2383,2.7305
6.4766,8.0292
2.2205,1.8713
6.83,3.4524
0.699,9.3125
8.577,7.3814
4.4247,3.0852
6.6904,6.8419
0.0901,0.3543
1.8584,0.622
1.0442,1.0195
3.2782,8.9394
5.3203,2.4918
2.2918,2.8639
0.7758,8.4554
4.9875,2.5279
8.2329,0.0522
8.0878,3.4531
8.1983,1.7457
2.8963,8.83
7.2173,3.7754
6.8427,7.9609
0.4663,3.1141
3.3862,7.6105
1.4061,3.1458
1.638,8.9112
8.8123,3.0154
9.5973,5.9794
3.4541,7.2855
9.9666,3.4772
0.4258,0.3345
8.7165,8.4789
8.8362,7.9187
6.1792,4.0597
4.1671,5.2627
7.3237,9.0379
2.0388,8.7754
8.3695,4.0806
5.2757,5.9845
3.7457,6.4437
3.9494,1.1626
6.7591,0.9041
9.593,2.8329
9.8934,9.174
2.4053,0.5299
8.1504,0.8663
8.5698,1.7197
1.9326,3.2968
9.6603,9.4837
1.5605,6.8672
6.6091,0.523
5.2464,5.8645
8.3197,0.268
8.5529,2.501
6.0913,6.9661
5.7026,7.6477
3.1793,4.2834
1.6797,2.019
7.472,0.6019
4.2089,8.5474
9.9092,3.5626
4.5021,5.9928
4.8411,1.3143
6.7266,1.8531
9.532,9.3392
5.8192,4.0505
6.928,7.5321
4.8395,5.3447
5.348,4.378
6.314,9.5912
7.7127,4.2889
8.7483,4.985
9.6697,2.2539
0.4299,4.2189
1.6483,7.6274
8.5735,1.0727
4.1062,6.0369
2.514,0.9681
5.7699,6.4597
2.8983,9.5888
2.0748,1.5008
8.3598,5.2292
7.9436,6.1911
6.1887,8.4979
9.7688,5.6043
2.4261,6.0764
7.7275,7.9365
5.0511,7.8816
9.7043,7.9445
0.3124,7.7202
5.9435,7.1376
4.0558,3.5183
6.5674,7.9484
8.6204,1.5448
4.6211,1.4967
2.0238,5.3295
1.405,0.9637
0.7262,4.5371
7.2454,2.5936
6.6568,0.4292
6.4594,8.6311
8.92,6.1001
0.7321,6.2243
9.8172,0.6258
7.0755,2.5072
0.439,9.8627
3.4463,2.1168
1.4362,5.5088
3.2903,1.9851
4.0933,2.9582
3.5396,3.6178
2.5399,1.2181
4.9046,8.6245
7.085,2.1538
6.6413,2.9651
6.1303,8.5896
0.7921,7.9351
7.3854,2.0335
8.6644,4.1138
4.5152,5.5381
9.0966,4.3723
7.7956,1.6172
5.9609,9.0488
5.2894,3.4472
5.661,0.4494
1.0925,7.1086
4.8855,5.6274
0.1032,7.1012
4.9393,0.1642
9.2254,1.5265
1.3831,9.136
5.2558,4.9009
9.623,1.2888
4.3407,8.6901
4.3704,4.3954
8.0807,3.1708
3.4888,2.2636
3.8192,5.2276
2.2774,4.9009
8.6767,3.3216
0.7735,4.3411
0.86,1.403
6.0026,1.8005
5.4656,8.7487
2.9015,7.4906
0.8544,6.7022
9.7662,8.7346
9.0055,6.1984
5.0711,8.4479
4.7289,3.9073
7.4272,2.671
4.6162,4.8655
5.2101,0.2158
2.961,6.87
4.5338,4.0871
2.2188,1.2726
2.0546,2.7925
9.2411,8.9678
5.2602,5.4337
7.902,2.233
1.8996,7.1929
1.2494,8.9968
5.9581,6.9673
5.9338,0.2536
9.7965,3.7645
7.3302,2.4808
5.4239,6.2321
4.6449,1.0741
7.4764,4.0063
8.0091,6.6618
7.3026,4.2363
3.9916,7.0962
8.3986,7.8584
3.2418,1.4918
8.3449,0.4168
8.2354,1.39
1.491,6.6742
1.8542,3.6958
3.914,7.7995
8.0338,5.917
8.2828,7.1873
4.8514,3.0153
7.374,3.0347
5.3366,4.5933
7.8919,8.082
8.0471,8.7883
6.8583,4.7607
2.7721,2.7791
1.0528,1.0103
8.1982,9.1759
4.233,8.8419
6.6127,2.1615
0.2675,5.4243
0.2956,0.2503
3.2761,7.2088
5.0994,0.298
5.2824,6.0271
8.7301,8.3477
9.4004,3.4173
2.8855,0.3419
1.2689,1.1744
9.2208,6.7115
8.2882,1.483
2.5539,5.1636
5.9839,4.7631
5.4516,8.4904
8.1475,9.0773
1.7969,2.8677
9.9758,6.2476
0.2765,8.7856
2.522,1.0075
2.9052,4.1541
7.1326,3.623
3.0859,5.0892
0.9541,5.7065
4.3721,9.2067
8.2276,2.4769
3.1689,1.9958
0.2278,8.9286
3.4535,5.2697
2.0609,6.6664
4.6253,5.499
4.9116,5.7729
8.9003,6.8447
6.218,8.6857
8.8579,1.4335
2.0244,3.9888
2.7958,2.9194
9.0593,3.9013
8.8268,5.128
3.5063,7.7632
2.8183,0.7986
0.6473,0.1503
8.8024,8.3693
2.5448,4.698
6.122,5.1374
9.3088,7.0309
0.8189,3.0539
4.3505,8.578
3.1178,1.8424
0.4181,1.792
6.0331,6.2606
9.8915,4.7268
0.3131,9.5423
6.3382,5.2976
2.182,0.3983
8.1143,4.0769
2.7908,3.8318
1.9653,9.7831
1.7247,7.5172
1.968,4.4687
9.409,7.1264
9.4786,9.8148
3.0073,9.2468
4.2622,8.4938
0.5162,6.1052
4.4494,5.2227
8.316,3.2163
3.6625,0.7601
8.6124,7.7011
9.6797,4.4327
6.5659,5.1249
4.5437,9.8879
1.418,9.4587
5.5098,0.1277
7.2947,5.3175
5.7684,0.8761
1.5389,0.8334
7.1354,1.5996
1.6858,8.5737
9.4059,8.7173
6.3313,0.852
1.7841,5.7408
0.4402,6.0517
4.4466,6.8917
7.5442,4.8023
9.0351,9.3077
0.9214,9.9235
4.6428,1.4646
1.3954,7.7472
2.0587,6.2323
7.522,3.1423
9.1382,1.922
4.8922,1.1811
1.4723,4.2243
9.3237,5.7131
8.2212,0.3916
2.3249,6.6391
6.5203,9.733
5.4298,6.5864
0.6431,9.2205
1.5285,1.1343
5.8531,7.4197
8.8357,7.4126
4.3509,0.1551
4.2223,4.9708
9.0795,2.6132
3.9833,0.644
5.9038,1.3259
2.1735,3.5442
7.0724,6.6582
4.8065,4.5502
1.8242,5.2499
9.0626,5.1047
2.9394,0.3129
1.6913,1.4141
2.8236,6.0254
8.846,8.8311
2.7173,6.8484
9.0879,0.9258
6.5174,9.2283
5.4902,2.3988
5.1929,0.7038
4.2175,1.7256
5.7121,9.0493
7.6142,4.2508
1.2479,1.4304
2.8255,3.04
9.5047,5.5428
8.9634,3.269
2.9676,1.725
3.1879,7.6737
9.159,5.0027
0.9721,6.0919
2.4447,8.9208
6.6989,2.3789
5.6108,4.3256
4.31,8.7114
8.388,9.8471
3.5333,9.654
5.643,8.7506
2.0505,6.8675
5.4205,3.9001
9.8609,4.241
3.5231,2.8331
6.3162,4.1826
5.0943,4.2214
9.8722,1.2924
7.2542,7.2919
8.7838,1.1096
9.3222,3.1548
8.9802,9.7798
9.0366,9.7009
1.9402,2.4994
4.0791,6.9206
0.2841,2.6681
2.8842,2.5606
9.4223,6.3268
3.8027,4.8498
7.973,7.0964
9.4626,3.4768
0.2293,0.9829
2.0808,4.0613
1.1395,2.3595
1.9213,5.4094
5.8323,0.0573
5.2688,8.9366
0.1361,0.1308
5.2477,8.4075
5.1848,8.4638
8.6685,7.4257
0.4073,6.7143
1.441,6.4444
7.1143,1.4355
2.3693,8.5727
1.6164,2.5789
8.8351,2.699
2.9304,4.0839
2.3375,7.8256
4.051,7.7084
3.1496,5.4486
5.7216,9.6379
2.501,9.4696
1.0685,7.7252
3.7729,5.9315
4.8612,3.2539
8.6272,5.4582
8.9781,4.1371
6.848,7.1375
8.5954,6.4056
2.301,5.5396
5.78,1.9682
9.8661,1.2008
4.9438,7.9345
0.2552,9.7174
1.8503,9.5027
0.2791,3.0089
5.3214,1.6526
6.1997,2.3182
2.9473,0.2443
2.9831,1.9257
3.4284,6.2967
7.981,0.4768
2.0169,7.3314
0.3143,0.3958
9.3835,6.3795
7.982,4.8677
9.3953,3.3576
1.0865,4.3658
2.5465,8.97
4.8221,4.0591
7.3684,6.5078
5.6882,3.4784
0.4333,0.2468
3.1695,3.5551
0.0733,3.2072
2.7849,3.2498
0.3719,9.1588
3.67,2.3262
5.4301,8.8561
6.7392,6.5974
5.6151,9.5211
3.7029,6.9735
1.221,6.2692
0.2928,3.4632
4.9792,8.9838
7.0369,9.0283
7.0885,0.443
8.9236,4.9878
2.9801,8.4571
8.291,2.6214
9.2371,8.853
0.4765,8.1351
3.015,3.7964
5.3231,1.3076
8.6899,1.622
9.5943,8.6671
0.8102,9.8871
3.1326,1.2957
3.8452,4.1997
8.4316,7.5998
9.2437,8.5222
9.1478,3.2315
4.3812,1.8479
5.6726,9.5335
4.1537,4.3365
2.9923,0.288
0.6731,9.9104
5.7859,3.4459
3.7119,3.2727
7.5489,0.692
1.8355,6.7363
6.0697,7.6508
9.4391,4.7757
7.1002,5.701
2.8207,7.5752
8.9475,2.7606
8.4415,9.8288
8.3032,4.2409
3.1406,1.6916
3.4397,6.3615
1.2322,5.0197
3.9813,6.4279
5.4696,4.8265
8.397,4.3402
2.4864,9.4314
1.9657,3.3338
4.2485,2.4031
2.9057,9.1292
6.0328,1.0946
0.1952,9.3802
6.397,2.5206
3.3289,8.8293
0.2665,7.6574
4.5912,1.7896
9.772,3.7543
6.334,0.7729
7.9073,2.0925
8.3896,6.4712
9.5788,9.1108
1.1261,6.8481
4.0326,1.9997
9.2769,4.735
0.6677,8.6186
8.9791,7.4152
5.9005,3.9863
6.796,1.5978
2.7512,3.5955
0.1165,5.2706
8.0848,3.4915
3.4495,3.0035
9.3548,5.3363
5.8317,6.8456
6.3984,0.1922
6.4658,9.6869
4.7264,5.0126
6.7644,9.5818
0.2098,3.8344
6.9841,3.0017
4.5875,5.6785
5.472,0.361
5.297,3.6035
7.4716,4.3642
0.1087,3.2389
4.134,4.7596
2.3571,0.1036
7.4653,3.5491
4.5109,1.71
9.8499,7.5556
6.1869,1.5984
8.0322,1.2087
3.634,3.5189
2.1586,8.0524
2.8194,5.5665
6.2373,5.5216
4.7546,6.4184
3.0487,0.2816
2.0692,6.6608
6.6847,6.2225
2.171,6.013
1.1926,8.459
7.9875,4.0368
7.4175,5.7556
2.9511,4.5551
8.3659,1.8567
3.0524,9.9294
4.219,0.317
6.2398,7.539
4.031,4.9977
3.4412,7.5207
5.9639,6.7453
7.3797,1.7791
5.6283,8.257
5.5804,3.1395
7.0459,6.6784
0.0103,4.2118
6.4645,9.416
8.5271,1.9134
0.5014,7.9461
9.9536,8.9871
8.6978,4.3034
5.2268,4.4037
9.325,1.1348
3.7209,2.7083
9.6059,3.489
2.9891,8.8189
4.1781,5.0832
8.3558,6.7875
4.1358,4.9322
9.0091,6.2409
7.2417,4.9552
4.2924,6.0766
7.1119,7.0974
7.4856,8.4781
6.7286,4.4472
2.8265,9.2524
2.4931,1.8772
3.9518,4.3432
8.4277,6.8589
6.9085,6.9727
5.4343,1.0502
4.3077,7.1622
4.8921,9.2107
0.857,1.1681
1.1484,8.5084
3.583,7.9684
1.3028,3.3335
7.1635,5.5875
8.7041,4.1337
2.1507,3.6708
8.3476,3.2385
2.421,6.5313
5.8366,1.5522
0.2187,0.0752
0.0215,8.836
3.626,5.8722
3.7847,6.4856
3.7247,1.3028
8.459,4.5316
5.2892,4.2933
8.5326,2.1784
0.4851,2.0167
7.2107,4.8311
1.5718,1.3834
1.8689,7.0943
1.3532,9.731
0.9806,7.9316
7.4297,4.2577
6.4134,0.295
2.3052,8.6758
0.218,7.4167
8.6833,8.1803
5.1472,8.6289
4.3275,7.2101
4.8557,6.31
7.9988,5.002
3.8352,5.1045
9.6394,5.1492
9.6818,3.0193
1.0432,6.8154
1.9233,4.4684
2.5701,3.786
7.982,4.6342
2.9781,9.2286
6.7684,9.4488
2.2701,4.5624
9.3014,1.2068
3.5882,0.6144
5.3465,7.1383
2.2281,5.4038
7.5777,3.1913
6.2778,9.2033
2.07,8.8506
7.0963,4.9835
6.8985,4.2121
2.0706,7.51
0.1293,6.9711
4.9505,2.3688
8.024,6.4752
5.9425,4.2608
8.2678,1.0092
4.1562,2.2752
9.3928,8.3161
6.1423,3.6073
6.2942,8.1897
6.4507,3.1082
8.2292,2.3647
0.6277,4.1753
7.6805,3.093
8.5039,7.9083
6.2503,6.1165
4.5518,5.9374
8.3157,0.574
4.5383,8.4661
1.3365,0.5219
9.3355,2.037
7.1222,4.7437
4.0503,4.2463
2.758,9.9388
2.5341,2.7888
4.8784,2.5911
8.4231,6.741
3.2773,9.7406
9.4032,8.3169
7.7642,6.6902
1.8171,3.9819
8.6427,6.4283
1.4327,5.9207
8.8407,8.753
8.368,1.7346
8.36,4.127
5.4997,2.4391
7.0929,3.9481
5.5662,6.8342
5.1888,2.3865
7.9543,3.9841
4.4683,5.4713
6.9652,3.5877
5.9533,2.9242
9.912,0.829
4.018,4.5467
9.9003,3.6246
6.8941,8.8878
0.2846,9.4874
5.6239,9.277
1.9045,0.5521
8.1849,2.6511
6.7562,7.6577
1.6699,8.2314
6.3817,3.2814
7.5619,4.5557
1.6163,7.743
9.2439,4.3714
9.5239,1.6523
5.2777,8.2658
4.3939,1.3254
9.085,3.288
3.0986,2.2018
2.9424,7.5604
3.3307,4.6297
6.5515,4.085
1.8348,9.7355
5.7155,6.12
2.7501,9.1916
0.6857,6.7369
6.0079,8.3707
1.7942,5.4386
1.9997,8.9175
7.3482,7.2947
8.0923,6.4986
4.2378,3.1337
4.6771,6.665
4.1257,8.8873
0.6033,1.2429
9.1249,7.5053
0.1313,0.7962
1.4431,4.272
3.7313,2.778
8.8906,8.9054
9.9538,5.8916
1.8543,3.1975
1.6801,5.8114
6.3495,5.8471
1.8968,9.0448
3.7779,9.5917
7.2384,6.6504
9.8421,1.4484
4.7958,4.6947
9.23,8.2869
0.641,6.4842
7.5074,7.667
3.4183,2.949
8.7033,9.7275
4.9575,8.1527
2.8819,2.2155
3.3946,2.7021
3.956,9.9736
2.4159,9.11
0.8656,9.6051
8.3784,2.8912
6.9552,2.8321
4.8715,3.7831
2.2296,7.183
1.2095,6.1848
1.1066,5.9994
2.3838,5.8806
9.6521,9.6888
3.4947,2.2056
2.8946,1.7279
6.2317,7.7363
9.988,3.8727
0.4307,4.1552
6.567,7.5735
8.16,0.5628
9.1752,1.8524
7.7431,6.4292
1.0919,7.9345
2.6947,6.7581
4.2562,7.8377
6.2288,0.12
4.809,8.7761
2.4085,0.366
1.4208,9.1398
3.1223,3.3659
2.5485,8.6843
1.5392,4.7043
1.5071,3.8325
7.7926,6.8481
6.1196,9.6629
3.1507,7.8503
5.5187,6.1353
6.5856,5.1266
9.0519,7.5678
8.1606,6.4292
4.7093,2.4053
2.9972,7.868
8.2004,4.8145
2.9848,2.3463
0.7892,2.486
3.9447,7.9921
5.106,1.2624
6.6585,1.7842
0.4541,7.655
5.2107,6.3241
1.7883,3.1062
0.0915,0.0682
8.1435,8.7547
1.4686,7.0025
5.0628,4.1762
5.0718,7.3847
1.4056,5.6961
7.6284,4.4015
7.2828,5.133
8.8891,0.4318
9.6906,9.0303
0.9464,8.8216
2.7651,1.7312
1.8309,5.7345
1.9264,6.4202
4.5451,0.8305
6.2028,7.1772
9.3546,7.2308
6.0888,3.2572
3.5463,3.7741
3.579,2.5701
1.1753,9.843
5.8514,0.3852
1.2034,8.1023
6.0134,5.2848
2.0638,1.0326
8.2595,2.5908
9.9025,0.9051
5.407,4.634
7.36,5.7129
6.9463,7.918
6.6352,8.0232
3.5139,0.6886
2.8272,3.9457
4.3746,0.6963
1.4644,4.9226
9.3762,6.4848
4.6955,1.4672
6.8937,1.5584
2.6016,8.6324
2.086,6.6999
9.3848,1.8031
2.5221,0.4886
8.4222,0.3935
7.1945,2.3957
6.3469,6.4971
5.6126,4.4339
0.6501,9.6064
3.6416,7.2019
8.4284,1.9604
1.9616,7.227
3.9601,8.4713
6.2076,6.6637
5.486,2.989
6.8205,4.9441
3.1839,4.0976
6.456,9.8995
7.5362,0.9996
8.7436,5.1507
5.6663,7.7665
4.7692,7.6093
9.9378,4.6462
9.7259,0.6099
7.4238,8.4514
2.0218,4.921
0.0532,0.3639
7.0398,9.7361
0.6872,2.1035
3.3876,8.6937
6.7823,4.9191
8.0803,3.7912
5.3634,2.6459
2.9711,2.5658
1.3413,3.1498
5.5003,5.1706
6.7915,2.9545
3.7489,3.3746
7.1184,6.2759
0.5855,1.4667
0.3901,5.7629
5.5954,4.6739
2.4717,7.7777
8.4599,4.5765
9.4499,7.7741
6.4671,0.7821
5.6917,9.589
2.4334,0.7635
9.4025,0.5458
1.4112,4.9273
6.771,8.628
9.6615,3.0243
1.4764,6.0552
0.2769,7.1349
7.6974,5.2186
8.8606,6.7673
1.9239,1.7187
7.8541,6.7165
3.9719,5.0982
6.1965,7.2636
9.0412,6.9763
3.6587,6.7751
8.8587,6.1689
1.1172,6.7363
8.657,9.3191
5.197,6.9554
4.9052,8.1229
9.6537,8.1472
7.808,2.0762
2.2881,7.3097
1.0879,4.6972
5.2994,6.9771
1.5215,7.2631
5.8146,2.744
4.4699,8.2844
7.5933,2.1458
4.7603,7.2431
2.3372,0.1324
9.1846,1.7636
0.3849,5.851
9.3377,1.5468
9.3611,8.2359
2.727,9.0602
7.9255,7.945
6.2725,4.0046
1.3613,1.5688
4.3914,5.3407
8.2142,3.2531
4.7289,9.3463
9.4413,1.3432
9.2916,3.5736
3.7014,5.6442
8.1128,4.4312
9.7644,5.9081
4.6041,9.7554
2.7566,1.7092
4.2493,0.586
3.8573,9.8935
4.7843,7.6848
2.2111,9.1781
2.9661,4.8877
2.5991,4.6087
5.6353,0.1559
7.5684,5.5628
9.0831,8.2426
8.9353,8.3783
7.4492,1.7245
7.9507,3.3569
1.3034,0.9061
9.7617,6.0169
4.7844,4.3748
6.0157,5.0476
6.6292,9.0173
4.1809,9.7911
9.6335,0.8626
7.9028,3.2819
7.7174,3.7052
7.1134,0.7561
5.4633,9.4739
0.94,1.6932
8.3776,7.2941
6.2449,7.7335
3.4142,2.7948
0.4892,5.6035
0.5406,1.5693
2.8014,0.9468
1.4922,3.4485
3.5795,2.8863
9.1814,2.8158
8.1582,1.2945
7.2568,8.0756
4.1167,0.4255
2.9038,0.6931
2.1117,5.2208
0.7568,3.8559
5.8014,8.8149
0.1922,1.9278
5.3737,1.1694
6.8069,7.8448
3.7187,8.9411
5.6683,1.3152
3.2547,3.7363
3.6441,2.163
7.3163,6.6511
0.151,1.1236
2.0684,2.8492
6.569,6.6634
2.6736,6.3079
7.9495,7.9807
3.4902,0.2707
5.5698,2.5028
8.5584,9.496
9.9495,1.5337
0.7268,8.9858
3.2819,4.6506
9.1614,9.6054
5.8829,2.3811
9.1438,3.6659
1.9208,4.7815
3.142,6.2714
9.2844,6.5745
3.5597,2.9483
3.1303,9.6226
5.5127,0.0331
0.1226,8.8759
1.1395,7.605
6.8764,2.609
1.2577,8.2096
4.3017,4.6106
1.2502,9.5044
0.6917,5.8514
1.9878,3.7076
9.7465,9.6925
2.854,5.6822
0.7691,5.1729
2.3045,9.8209
3.7263,1.7819
5.7811,9.3247
2.8115,2.4356
6.516,3.5136
6.2004,8.1002
6.9833,8.5633
7.5392,1.5316
4.8671,6.762
2.4181,5.1424
1.5306,4.015
9.8887,2.187
4.3506,0.0554
4.9459,5.1274
5.2454,4.1769
3.7294,1.6252
2.6814,4.2718
3.9607,7.8041
6.2974,1.3545
4.6475,6.4061
7.6513,5.6533
3.8587,9.167
8.0792,6.6906
7.5536,0.8304
2.9828,6.6272
2.214,9.4902
8.9716,2.6691
3.4221,6.0538
8.1395,0.2753
9.242,8.5167
7.9158,5.3184
2.6492,2.6996
6.351,0.7593
3.4672,6.6031
0.4724,7.5613
3.923,5.0168
9.6203,3.1317
0.7703,0.5767
4.4027,3.2916
1.0247,3.1841
3.4685,1.8776
6.567,8.2936
7.8751,6.7249
8.3882,1.9768
4.9273,9.8793
6.514,2.4016
2.2778,4.2195
5.1055,8.1806
2.4693,3.2927
0.2209,1.3439
8.1099,5.4392
6.3566,4.7147
8.6307,5.8148
9.4756,1.3541
9.514,1.0139
4.5637,2.0073
4.3646,4.4397
9.9436,3.6215
0.0275,8.8271
2.6741,2.8815
6.0402,1.8732
7.8929,3.9582
8.2305,4.5275
8.6237,0.6678
7.9403,8.8038
8.1535,8.1911
2.8194,3.1192
6.7312,4.0291
3.6342,2.8177
7.7925,5.0935
5.6669,5.3324
4.0492,5.8179
9.1207,7.3375
7.7066,1.4847
9.1502,3.2951
6.3667,5.5915
8.0982,5.8859
4.3261,2.0183
7.5406,8.1708
2.1241,9.779
3.0852,7.32
4.9676,5.3272
5.1186,3.8802
0.5532,5.1216
9.2714,4.8099
6.4581,5.0523
8.9364,4.4
2.2111,2.5478
9.0098,7.6201
9.4967,9.947
1.4739,2.3508
8.0568,7.61
2.3126,9.0693
7.7275,4.8879
3.296,5.2952
3.1351,1.4871
3.24,0.4302
7.9401,2.4697
1.442,8.3261
2.5671,7.3836
0.9011,1.8542
4.3263,1.0242
2.0598,3.3602
6.6988,6.9673
8.5465,6.5335
7.8782,3.5982
4.8663,4.0883
6.3949,4.6217
9.7068,3.1724
4.8548,8.2972
4.0126,2.1985
6.5364,6.0494
3.9317,8.7205
3.9936,2.9193
5.8504,7.04
4.0421,9.8752
1.4417,4.4128
4.0633,1.9547
3.152,7.2549
7.0707,3.3691
6.7262,0.3543
1.0408,8.7457
0.4587,3.0194
3.0762,6.0169
8.0655,7.15
4.9105,7.1951
2.1218,9.2247
4.8461,6.0917
9.9854,9.7388
8.8463,7.6064
6.4328,6.9177
8.7569,1.0099
2.99,4.7139
6.8093,3.5379
3.8684,9.6548
1.5864,6.1335
9.0574,3.7638
3.0338,6.5372
8.1852,9.6766
9.9544,8.5033
3.7898,6.823
6.5142,2.9924
6.5185,6.4296
6.947,5.4448
6.3602,7.1346
2.5686,9.8566
2.1618,6.7004
2.893,6.7148
8.3087,7.7065
4.542,6.4849
7.2572,6.5756
7.4046,9.4115
2.433,3.9183
1.4325,8.8235
0.7052,8.1829
2.5477,6.7311
1.7813,4.2737
5.4835,2.2554
4.0526,0.8126
9.6808,4.3699
0.7934,7.9632
